,fragID,COMID,Dam_name,Purposes,Year_compl,Norm_stor,geometry,OBJECTID,Reachcode,streamorder,Coordinates,ID,Up,Down,length
12,,230583.0,,,,,,1520968,10190003000238,1.0,"LINESTRING Z (-104.520937814869 39.9142988047118 0, -104.519926081537 39.9150760047106 0, -104.518973814872 39.915830271376 0, -104.518051014874 39.9168134713744 0, -104.517604081541 39.9174310047068 0, -104.517276414875 39.9179570047061 0, -104.517037681542 39.9185288713718 0, -104.516768881542 39.9193066713706 0, -104.516202481543 39.9203590047023 0, -104.515874814877 39.9208392713683 0, -104.515815014877 39.9210222713679 0, -104.515843281544 39.9219148047 0, -104.515604681544 39.9223722713659 0, -104.515217481545 39.9228982046984 0, -104.514681814879 39.9233326046977 0, -104.51367061488 39.9236978046972 0, -104.51161848155 39.9243364713629 0, -104.508643681555 39.9257980713606 0, -104.508167681556 39.9260492713602 0, -104.506056081559 39.9266880046926 0, -104.504776214894 39.927624804691 0, -104.504330014895 39.9278760713573 0, -104.503913014896 39.9282646713568 0, -104.503556014896 39.9284702713564 0, -104.502812281564 39.9287898713559 0, -104.502603814898 39.9289728046889 0, -104.502305481565 39.9295902713548 0, -104.502156281565 39.9299106046874 0, -104.501442081566 39.9303446046869 0, -104.500964481567 39.9313510046853 0, -104.500508414901 39.9315822046848 0, -104.500122414902 39.9318572046845 0, -104.500123081568 39.9322462046838 0, -104.500272281568 39.9325666046834 0, -104.500273214901 39.9330470713493 0, -104.499768614902 39.933482404682 0, -104.499769014902 39.9337342046816 0, -104.499828814902 39.933871471348 0, -104.500096814902 39.934145804681 0, -104.500156414902 39.9342600713474 0, -104.500157081568 39.93471780468 0, -104.499979281568 39.9349926713463 0, -104.499712214902 39.9352218046793 0, -104.499385614903 39.9354966713456 0, -104.498613681571 39.936046804678 0, -104.497813481572 39.9374434713425 0, -104.497575681572 39.9375124713424 0, -104.497129614906 39.9373756046759 0, -104.496772881573 39.9374216713425 0, -104.496208281574 39.9375596713423 0, -104.495495081575 39.9376976713421 0, -104.495198014909 39.9378582046751 0, -104.49478241491 39.9382018713413 0, -104.494010014911 39.9385230046742 0, -104.493861681578 39.9387062046739 0, -104.493654281578 39.9391642046731 0, -104.493387014912 39.9393474713394 0, -104.492108881581 39.9394860046727 0, -104.491811681581 39.9396236046724 0, -104.491752414915 39.9397152046723 0, -104.491545281582 39.940333271338 0, -104.490624214916 39.9405858713376 0, -104.490506614916 39.9414556046696 0, -104.490002014917 39.9419596046688 0, -104.490122014917 39.9425774713346 0, -104.490003414917 39.9427836046676 0, -104.489706281584 39.9428982713339 0, -104.489141414919 39.942898671334 0, -104.488576214919 39.9426932713343 0, -104.48815961492 39.9424420046681 0, -104.487743081587 39.9423050713349 0, -104.486940414922 39.942328671335 0, -104.48625688159 39.942512404668 0, -104.485870814924 39.9428330713341 0, -104.485514281591 39.942925071334 0, -104.485127481591 39.9427880713342 0, -104.484354481593 39.9427202046676 0, -104.484116681593 39.9428118713342 0, -104.484027881593 39.943086604667 0, -104.484088214926 39.9435900046662 0, -104.484177414926 39.9436128046661 0, -104.484177614926 39.9437272046661 0, -104.484475414926 39.9440244046656 0, -104.484535681592 39.9446194713314 0, -104.484744281592 39.9449166713309 0, -104.484805281592 39.9459236046627 0, -104.484924614925 39.9461752046622 0, -104.485103214925 39.946358204662 0, -104.485044214925 39.9466098713282 0, -104.484598881592 39.9470680046609 0, -104.484539814926 39.9472512046606 0, -104.484510214926 39.9473886046604 0, -104.484718614925 39.9475256713269 0, -104.485164681591 39.94759400466 0, -104.485165081591 39.9478228046598 0, -104.484719881592 39.948326604659 0, -104.484334281593 39.9490364046579 0, -104.483859014927 39.949380071324 0, -104.483532281594 39.9495406713238 0, -104.482640414929 39.9496558713236 0, -104.482373614929 39.9501824713227 0, -104.48210621493 39.9502970713226 0, -104.48186821493 39.9502516046559 0, -104.481451681597 39.9500688713229 0, -104.481065214931 39.9501378713227 0, -104.480768481598 39.9505270713223 0, -104.480471481599 39.9507792046551 0, -104.478688214935 39.9513070046542 0, -104.478539614935 39.9513986713209 0, -104.478480481602 39.9515816713205 0, -104.478510614935 39.95190207132 0, -104.478600014935 39.9520164713199 0, -104.478541414935 39.952565871319 0, -104.478482014935 39.9526344713188 0, -104.478274481602 39.9530466046516 0, -104.478304814935 39.9533898046511 0, -104.478632214935 39.9536642046507 0, -104.478840814935 39.95405300465 0, -104.479049214934 39.9541672713165 0, -104.479614414933 39.9543270046495 0, -104.4797334816 39.9544412713161 0, -104.479674614933 39.9548304713154 0, -104.4795560816 39.955128071315 0, -104.479498014934 39.9560662713136 0, -104.479082481601 39.9566388713126 0, -104.478578214935 39.9575088713113 0, -104.478459814935 39.9578064713108 0, -104.478341414935 39.95833287131 0, -104.478045014936 39.9589510713091 0, -104.477777881603 39.9593174713085 0, -104.477718814936 39.9595692046415 0, -104.477630414936 39.9601642713072 0, -104.477512081603 39.9605306046399 0, -104.477423614937 39.9610340713057 0, -104.476978214937 39.9615378713052 0, -104.476354081605 39.9618816713046 0, -104.476206014939 39.9622480046374 0, -104.475730814939 39.9626602713034 0, -104.47540381494 39.9628436713031 0, -104.47513641494 39.9630956713026 0, -104.47513701494 39.9635076046354 0, -104.47552401494 39.9637360713018 0, -104.47552461494 39.9641480713011 0, -104.474990214941 39.9648350713 0, -104.474693214941 39.9650870712995 0, -104.474306814942 39.9653162712993 0, -104.474098881609 39.9654766046324 0, -104.474039881609 39.9658428046318 0, -104.474308014942 39.966140071298 0, -104.474575881608 39.966323004631 0, -104.474665681608 39.9667348046303 0, -104.474547214941 39.9669866046299 0, -104.474369014941 39.9672842712962 0, -104.474161414942 39.9676962712955 0, -104.474072681609 39.9680624712949 0, -104.474072881609 39.9682226712947 0, -104.474728214941 39.968931604627 0, -104.475443281607 39.9698464046255 0, -104.47559221494 39.9699606712921 0, -104.475830614939 39.970258004625 0, -104.475949881606 39.9704638712913 0, -104.476069014939 39.9705552712912 0, -104.476188414939 39.9708526712906 0, -104.476218681605 39.9714018712898 0, -104.476338214938 39.9717222046227 0, -104.476457614938 39.9720424712888 0, -104.476459281605 39.9732096046203 0, -104.476608281605 39.9734154712866 0, -104.476727614938 39.9736900046195 0, -104.476728881605 39.9745366712849 0, -104.476402281605 39.9749488712843 0, -104.475599681606 39.9752700046171 0, -104.475451281606 39.9754990046168 0, -104.47533261494 39.9757966046162 0, -104.474946681607 39.9763690046154 0, -104.474828281608 39.9767810046147 0, -104.474888281607 39.9771242046143 0, -104.47512681494 39.9774902046137 0, -104.475097881607 39.9781080712795 0, -104.47524681494 39.9781994712792 0)",550201265.9999999,0.0,550126137.0,9.912
13,,225525.0,,,,,,1521138,10190003000739,2.0,"LINESTRING Z (-104.424525481686 40.1790238709675 0, -104.42169108169 40.1787504043013 0, -104.420199215026 40.1784764043017 0, -104.418438615028 40.1779048709693 0, -104.415932415032 40.1772878709702 0, -104.414798615034 40.176807670971 0, -104.413873415035 40.1762588043051 0, -104.412948281704 40.1754810043063 0, -104.412739215037 40.1751378043069 0, -104.412380481704 40.173719204309 0, -104.412111815038 40.1734446043096 0, -104.410590281707 40.1729874043101 0)",550126176.0,550201457.9999999,550037589.0,1.462
14,,225515.0,,,,,,1521139,10190003000740,1.0,"LINESTRING Z (-104.435013215003 40.1984704042706 0, -104.43474428167 40.1979900042714 0, -104.433997081671 40.1964800042736 0, -104.433697615005 40.1952672709423 0, -104.433249415005 40.1945582042768 0, -104.431517415008 40.1928426709461 0, -104.431218481675 40.1923164709468 0, -104.430979215009 40.1915386042815 0, -104.430948015009 40.1897308042842 0, -104.431096615009 40.1891356709519 0, -104.431126081675 40.1884948709529 0, -104.430976615009 40.1882204042865 0, -104.430469081676 40.1877858042872 0, -104.430050881677 40.1872138709548 0, -104.42996041501 40.1858638709568 0, -104.429601881678 40.1852232042912 0, -104.429094081678 40.1845828042922 0, -104.427452215014 40.1831188709612 0, -104.426795015015 40.1819978709629 0, -104.426286681683 40.1805792709651 0, -104.426017881683 40.180190404299 0, -104.424615081685 40.1792068709672 0, -104.424525481686 40.1790238709675 0)",550201460.0000001,0.0,550126176.0,2.436
15,,225527.0,,,,,,1521140,10190003000741,1.0,"LINESTRING Z (-104.450937614978 40.187797670954 0, -104.450758481645 40.1876604709541 0, -104.450698614978 40.1875002709544 0, -104.449682881647 40.1863796709562 0, -104.449205014981 40.1857164042904 0, -104.449085214981 40.1853044709578 0, -104.449114014981 40.1843434042926 0, -104.449203081647 40.1839770709599 0, -104.449201014981 40.1819862709629 0, -104.449110681647 40.1811854042974 0, -104.448691814981 40.1800414709659 0, -104.447885214983 40.1789434709676 0, -104.446989281651 40.1781432043022 0, -104.445884014986 40.1767250709711 0, -104.444092281655 40.1747350709741 0, -104.440211414995 40.1717854043121 0, -104.438032814998 40.1707338043137 0, -104.436779015 40.169727470982 0, -104.436271681667 40.1694988709823 0, -104.435018815003 40.1694308709824 0, -104.434511815003 40.1695456043156 0, -104.433557881672 40.1702782709811 0, -104.432454481673 40.1707136709805 0, -104.431768815008 40.1711258709798 0, -104.431262215008 40.1716752709789 0, -104.430875281676 40.1728884043103 0, -104.430517681676 40.1733918709763 0, -104.429563815011 40.1742620043083 0, -104.429236015012 40.1746968709742 0, -104.428997615012 40.1750630709736 0, -104.427387881681 40.1768716043041 0, -104.426642481682 40.1774898043032 0, -104.425688215017 40.1780164709691 0, -104.425002481685 40.1787262043013 0, -104.424525481686 40.1790238709675 0)",550201457.9999999,0.0,550126176.0,4.059
16,,225591.0,,,,,,1521141,10190003000742,1.0,"LINESTRING Z (-104.480280014932 40.116400404398 0, -104.479355014934 40.1157604710657 0, -104.478728214935 40.1152346710664 0, -104.478549014935 40.114960271067 0, -104.477683614936 40.1142516044014 0, -104.47559601494 40.1133838710694 0, -104.47321068161 40.1128136710702 0, -104.472524881611 40.1125624710708 0, -104.471093081613 40.111739871072 0, -104.469900281615 40.1113288710726 0, -104.46858861495 40.1110096044065 0, -104.467098081619 40.1108048044068 0, -104.465548414955 40.1108516710732 0, -104.464565081623 40.111058471073 0, -104.462717481626 40.1113116044059 0, -104.461912814961 40.111312204406 0, -104.461018414962 40.1110382044064 0, -104.46027308163 40.110993071073 0, -104.455267481638 40.1121864044046 0, -104.454135414973 40.1125532710707 0, -104.452794881642 40.1131950044031 0, -104.451841281643 40.1133328710695 0, -104.450976681645 40.113196204403 0)",550201455.9999999,0.0,550038487.0000001,2.739
17,,225747.0,,,,,,1521142,10190003000743,2.0,"LINESTRING Z (-104.473927414942 40.0508884044998 0, -104.472557681611 40.0510040044996 0, -104.471426014946 40.0508446044997 0, -104.469251414949 40.0501598711675 0, -104.46877481495 40.0501144711677 0, -104.467375881619 40.0505276045004 0, -104.465976481621 40.0506430045001 0, -104.462730481626 40.0504852711671 0)",550047868.9999999,550049960.9999999,550046027.0000001,0.975
18,,225739.0,,,,,,1521143,10190003000744,2.0,"LINESTRING Z (-104.474879614941 40.0503842045006 0, -104.474046214942 40.0506824045 0, -104.473927414942 40.0508884044998 0)",550049960.9999999,550052379.0000001,550047868.9999999,0.103
19,,225767.0,,,,,,1521144,10190003000744,2.0,"LINESTRING Z (-104.486891614922 40.0391598711846 0, -104.48588068159 40.0400074711833 0, -104.484333481593 40.0406498045156 0, -104.483946881593 40.0409704711818 0, -104.483709814927 40.0416114711809 0, -104.483621614927 40.0423438711796 0, -104.483086414928 40.0428248711789 0, -104.481211214931 40.0431928045116 0, -104.479931014933 40.0432626045115 0, -104.479246481601 40.0434692045112 0, -104.478919281601 40.0436982711775 0, -104.478533481602 40.0445224711762 0, -104.478088881602 40.0458730711741 0, -104.476486214938 40.0494444711687 0)",550058649.0,550062781.0,550055225.9999999,1.602
20,,226745.0,,,,,,1521145,10190003000744,2.0,"LINESTRING Z (-104.476311014938 40.0494466711687 0, -104.476247214939 40.049486604502 0, -104.476087814939 40.0495862045017 0, -104.475928414939 40.0496858045016 0, -104.475769014939 40.0497854045014 0, -104.475609481606 40.049884871168 0, -104.475450081606 40.0499844711677 0, -104.475290681607 40.0500840711676 0, -104.475131281607 40.0501836711675 0, -104.474971814941 40.0502832711674 0, -104.474879614941 40.0503842045006 0)",550052379.0000001,550055225.9999999,550049960.9999999,0.161
21,,226891.0,,,,,,1521146,10190003000744,2.0,"LINESTRING Z (-104.48807501492 40.0369566045214 0, -104.488071481587 40.0369812045213 0, -104.48804921492 40.0371364711877 0, -104.488026881587 40.0372918045209 0, -104.488004481587 40.0374470711873 0, -104.48798221492 40.037602271187 0, -104.487959881587 40.03775760452 0, -104.48793761492 40.0379128711866 0, -104.487915281587 40.0380682045196 0, -104.487893014921 40.038223471186 0, -104.487809814921 40.0382896045193 0, -104.487667414921 40.0384028711857 0, -104.487525014921 40.0385162045189 0, -104.487382614921 40.0386294711853 0, -104.487240214922 40.0387428045186 0, -104.487097814922 40.038856071185 0, -104.486955414922 40.0389694711848 0, -104.486891614922 40.0391598711846 0)",550062781.0,550075104.0,550058649.0,0.28
22,,226747.0,,,,,,1521147,10190003000744,2.0,"LINESTRING Z (-104.476486214938 40.0494444711687 0, -104.476406614938 40.0493870045021 0, -104.476311014938 40.0494466711687 0)",550055225.9999999,550058649.0,550052379.0000001,0.02
23,,225803.0,,,,,,1521148,10190003000745,1.0,"LINESTRING Z (-104.490899014916 40.0320846711955 0, -104.490275081583 40.0328404711944 0)",550126171.0,550126708.0000001,550100012.0,0.1
24,,226893.0,,,,,,1521149,10190003000745,1.0,"LINESTRING Z (-104.488286481587 40.0364352711889 0, -104.48812781492 40.0366276711886 0, -104.48807501492 40.0369566045214 0)",550068064.0000001,550075113.0,550062781.0,0.063
25,,225795.0,,,,,,1521150,10190003000745,1.0,"LINESTRING Z (-104.489981014917 40.0349004045245 0, -104.489773081584 40.0352666711906 0, -104.488286481587 40.0364352711889 0)",550075113.0,550084956.9999999,550068064.0000001,0.226
26,,24847467.0,,,,,,1521151,10190003000745,1.0,"LINESTRING Z (-104.491557481582 40.0301394711985 0, -104.490899014916 40.0320846711955 0)",550126708.0000001,0.0,550126171.0,0.225
27,,226771.0,,,,,,1521152,10190003000745,1.0,"LINESTRING Z (-104.490216081584 40.0328664711943 0, -104.490220881584 40.0329880711943 0, -104.490227014917 40.0331442045273 0, -104.490233081584 40.0333004045269 0, -104.490239281584 40.0334564711934 0, -104.490245414917 40.0336126045265 0, -104.490251481584 40.0337686711929 0, -104.490257681584 40.033924804526 0, -104.490263814917 40.0340808711925 0, -104.490269881583 40.0342370711923 0, -104.490276081583 40.0343932045254 0, -104.490282214917 40.0345492711918 0, -104.490178081584 40.0346434711916 0, -104.490045614917 40.0347634711914 0, -104.489981014917 40.0349004045245 0)",550084956.9999999,550100012.0,550075113.0,0.236
28,,226773.0,,,,,,1521153,10190003000745,1.0,"LINESTRING Z (-104.490275081583 40.0328404711944 0, -104.490214681584 40.0328320045278 0, -104.490216081584 40.0328664711943 0)",550100012.0,550126171.0,550084956.9999999,0.009
29,,226547.0,,,,,,1521154,10190003000746,1.0,"LINESTRING Z (-104.522197881534 40.0640172044792 0, -104.521364614869 40.0636274711466 0, -104.516988214875 40.0624562711484 0, -104.514130881547 40.0613322044836 0, -104.509843414886 40.0605040711513 0, -104.508384814889 40.0600678711522 0, -104.506897014891 40.0592882711534 0, -104.504368281562 40.0577066711558 0, -104.503684414896 40.0571338711567 0, -104.503179414897 40.0564468044911 0, -104.502882814897 40.0557828711588 0, -104.502229281565 40.0548208711602 0, -104.5011294149 40.0536984044954 0, -104.500523614901 40.0533802044959 0, -104.499302414903 40.0532442044961 0)",550126164.0000001,550201449.9999999,550100017.0,2.383
30,,225711.0,,,,,,1521155,10190003000746,1.0,"LINESTRING Z (-104.532588881518 40.0667492711418 0, -104.531755014852 40.0667028044751 0, -104.529581081522 40.0664264044756 0, -104.528449681524 40.0661280044761 0, -104.52708021486 40.065554804477 0, -104.525294014862 40.0650268711445 0, -104.522197881534 40.0640172044792 0)",550201449.9999999,0.0,550126164.0000001,0.938
31,,225749.0,,,,,,1521156,10190003000746,1.0,"LINESTRING Z (-104.497362681573 40.0509348711664 0, -104.496886081573 40.0508896044997 0, -104.495634881575 40.0505934045003 0, -104.494204681577 40.0500686045009 0, -104.49268468158 40.0492690711689 0, -104.491910081581 40.0490410045026 0, -104.491433481582 40.0489956711694 0, -104.48842721492 40.0496624045016 0, -104.486759814922 40.0497782711681 0, -104.48586628159 40.0496648045016 0, -104.485151681591 40.0496426045017 0, -104.483961281593 40.0500784711677 0, -104.483574081594 40.0500788711677 0, -104.482114081596 40.0494852045018 0, -104.481488814931 40.0495316045018 0, -104.481072281598 40.0497150045015 0, -104.479317014934 40.0507920711665 0, -104.478513281602 40.0510446044994 0, -104.47514881494 40.0512762711659 0, -104.474463814941 40.0511854044993 0, -104.474016881609 40.0510256044994 0, -104.473927414942 40.0508884044998 0)",550084969.0,550100017.0,550047868.9999999,2.144
32,,226743.0,,,,,,1521157,10190003000746,1.0,"LINESTRING Z (-104.499302414903 40.0532442044961 0, -104.499015214903 40.0531748711629 0, -104.498808614904 40.0531666044961 0, -104.49868968157 40.053062071163 0, -104.498554814904 40.0529436044965 0, -104.498420014904 40.0528252044966 0, -104.498285081571 40.0527066711636 0, -104.498150281571 40.0525882044971 0, -104.498015414905 40.0524696711639 0, -104.497880614905 40.0523512044974 0, -104.497862081572 40.0521956711643 0, -104.497843614905 40.0520400711646 0, -104.497825081572 40.0518844711649 0, -104.497806614905 40.0517290044985 0, -104.497788214905 40.0515734044988 0, -104.497769681572 40.0514178044988 0, -104.497751214905 40.0512622711658 0, -104.497732681572 40.0511066711661 0, -104.497651614905 40.0510634044994 0, -104.497482614906 40.0509732044995 0, -104.497362681573 40.0509348711664 0)",550100017.0,550126164.0000001,550084969.0,0.34
33,,225785.0,,,,,,1521158,10190003000747,1.0,"LINESTRING Z (-104.498888214904 40.0381408711861 0, -104.492575014913 40.0372548045209 0, -104.488584681586 40.0367554045217 0)",550084968.0,550100015.0,550075104.0,0.885
34,,226767.0,,,,,,1521159,10190003000747,1.0,"LINESTRING Z (-104.488584681586 40.0367554045217 0, -104.48823441492 40.0368570045216 0, -104.48807501492 40.0369566045214 0)",550075104.0,550084968.0,550062781.0,0.049
